url,min,max,Listing_Count,Max_Pages,guide_id,Page,Result,search_id
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=0&list_price_max=499&page=2,0,499,6171,25,0,2,,21
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=0&list_price_max=499&page=22,0,499,6171,25,0,22,,22
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=0&list_price_max=499&page=13,0,499,6171,25,0,13,,23
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=0&list_price_max=499&page=11,0,499,6171,25,0,11,,24
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=16,500,3994,5216,21,1,16,,25
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=17,500,3994,5216,21,1,17,,26
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=12,500,3994,5216,21,1,12,,27
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=14,500,3994,5216,21,1,14,,28
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=2,500,3994,5216,21,1,2,,29
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=18,500,3994,5216,21,1,18,,30
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=11,500,3994,5216,21,1,11,,31
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=7,500,3994,5216,21,1,7,,32
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=4,500,3994,5216,21,1,4,,33
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=3,500,3994,5216,21,1,3,,34
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=19,500,3994,5216,21,1,19,,35
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=13,500,3994,5216,21,1,13,,36
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=9,500,3994,5216,21,1,9,,37
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=1,500,3994,5216,21,1,1,,38
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=5,500,3994,5216,21,1,5,,39
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=20,500,3994,5216,21,1,20,,40
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=8,500,3994,5216,21,1,8,,41
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=15,500,3994,5216,21,1,15,,42
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=21,500,3994,5216,21,1,21,,43
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=10,500,3994,5216,21,1,10,,44
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=500&list_price_max=3994&page=6,500,3994,5216,21,1,6,,45
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=7,3995,4994,5494,22,2,7,,46
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=21,3995,4994,5494,22,2,21,,47
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=16,3995,4994,5494,22,2,16,,48
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=10,3995,4994,5494,22,2,10,,49
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=12,3995,4994,5494,22,2,12,,50
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=6,3995,4994,5494,22,2,6,,51
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=14,3995,4994,5494,22,2,14,,52
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=20,3995,4994,5494,22,2,20,,53
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=17,3995,4994,5494,22,2,17,,54
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=9,3995,4994,5494,22,2,9,,55
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=4,3995,4994,5494,22,2,4,,56
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=5,3995,4994,5494,22,2,5,,57
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=8,3995,4994,5494,22,2,8,,58
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=15,3995,4994,5494,22,2,15,,59
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=1,3995,4994,5494,22,2,1,,60
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=18,3995,4994,5494,22,2,18,,61
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=3,3995,4994,5494,22,2,3,,62
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=13,3995,4994,5494,22,2,13,,63
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=19,3995,4994,5494,22,2,19,,64
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=2,3995,4994,5494,22,2,2,,65
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=22,3995,4994,5494,22,2,22,,66
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=3995&list_price_max=4994&page=11,3995,4994,5494,22,2,11,,67
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=1,4995,5499,4333,18,3,1,,68
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=15,4995,5499,4333,18,3,15,,69
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=2,4995,5499,4333,18,3,2,,70
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=16,4995,5499,4333,18,3,16,,71
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=17,4995,5499,4333,18,3,17,,72
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=5,4995,5499,4333,18,3,5,,73
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=7,4995,5499,4333,18,3,7,,74
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=13,4995,5499,4333,18,3,13,,75
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=14,4995,5499,4333,18,3,14,,76
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=11,4995,5499,4333,18,3,11,,77
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=18,4995,5499,4333,18,3,18,,78
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=10,4995,5499,4333,18,3,10,,79
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=12,4995,5499,4333,18,3,12,,80
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=9,4995,5499,4333,18,3,9,,81
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=4,4995,5499,4333,18,3,4,,82
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=3,4995,5499,4333,18,3,3,,83
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=6,4995,5499,4333,18,3,6,,84
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=4995&list_price_max=5499&page=8,4995,5499,4333,18,3,8,,85
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=13,5500,5994,3968,16,4,13,,86
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=4,5500,5994,3968,16,4,4,,87
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=14,5500,5994,3968,16,4,14,,88
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=16,5500,5994,3968,16,4,16,,89
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=7,5500,5994,3968,16,4,7,,90
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=11,5500,5994,3968,16,4,11,,91
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=9,5500,5994,3968,16,4,9,,92
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=5,5500,5994,3968,16,4,5,,93
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=8,5500,5994,3968,16,4,8,,94
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=3,5500,5994,3968,16,4,3,,95
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=1,5500,5994,3968,16,4,1,,96
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=15,5500,5994,3968,16,4,15,,97
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=2,5500,5994,3968,16,4,2,,98
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=10,5500,5994,3968,16,4,10,,99
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=6,5500,5994,3968,16,4,6,,100
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5500&list_price_max=5994&page=12,5500,5994,3968,16,4,12,,101
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5995&list_price_max=5999&page=4,5995,5999,3253,14,5,4,,102
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5995&list_price_max=5999&page=11,5995,5999,3253,14,5,11,,103
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5995&list_price_max=5999&page=7,5995,5999,3253,14,5,7,,104
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5995&list_price_max=5999&page=5,5995,5999,3253,14,5,5,,105
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5995&list_price_max=5999&page=13,5995,5999,3253,14,5,13,,106
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5995&list_price_max=5999&page=3,5995,5999,3253,14,5,3,,107
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5995&list_price_max=5999&page=9,5995,5999,3253,14,5,9,,108
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5995&list_price_max=5999&page=1,5995,5999,3253,14,5,1,,109
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5995&list_price_max=5999&page=12,5995,5999,3253,14,5,12,,110
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5995&list_price_max=5999&page=14,5995,5999,3253,14,5,14,,111
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5995&list_price_max=5999&page=2,5995,5999,3253,14,5,2,,112
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5995&list_price_max=5999&page=8,5995,5999,3253,14,5,8,,113
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5995&list_price_max=5999&page=10,5995,5999,3253,14,5,10,,114
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=5995&list_price_max=5999&page=6,5995,5999,3253,14,5,6,,115
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=18,6000,6899,5458,22,6,18,,116
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=21,6000,6899,5458,22,6,21,,117
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=20,6000,6899,5458,22,6,20,,118
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=19,6000,6899,5458,22,6,19,,119
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=1,6000,6899,5458,22,6,1,,120
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=9,6000,6899,5458,22,6,9,,121
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=4,6000,6899,5458,22,6,4,,122
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=6,6000,6899,5458,22,6,6,,123
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=15,6000,6899,5458,22,6,15,,124
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=11,6000,6899,5458,22,6,11,,125
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=2,6000,6899,5458,22,6,2,,126
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=13,6000,6899,5458,22,6,13,,127
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=8,6000,6899,5458,22,6,8,,128
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=10,6000,6899,5458,22,6,10,,129
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=17,6000,6899,5458,22,6,17,,130
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=5,6000,6899,5458,22,6,5,,131
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=7,6000,6899,5458,22,6,7,,132
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=12,6000,6899,5458,22,6,12,,133
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=3,6000,6899,5458,22,6,3,,134
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=16,6000,6899,5458,22,6,16,,135
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=22,6000,6899,5458,22,6,22,,136
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6000&list_price_max=6899&page=14,6000,6899,5458,22,6,14,,137
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6900&list_price_max=6994&page=8,6900,6994,2561,11,7,8,,138
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6900&list_price_max=6994&page=6,6900,6994,2561,11,7,6,,139
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6900&list_price_max=6994&page=10,6900,6994,2561,11,7,10,,140
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6900&list_price_max=6994&page=7,6900,6994,2561,11,7,7,,141
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6900&list_price_max=6994&page=4,6900,6994,2561,11,7,4,,142
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6900&list_price_max=6994&page=3,6900,6994,2561,11,7,3,,143
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6900&list_price_max=6994&page=9,6900,6994,2561,11,7,9,,144
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6900&list_price_max=6994&page=2,6900,6994,2561,11,7,2,,145
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6900&list_price_max=6994&page=5,6900,6994,2561,11,7,5,,146
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6900&list_price_max=6994&page=11,6900,6994,2561,11,7,11,,147
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6900&list_price_max=6994&page=1,6900,6994,2561,11,7,1,,148
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6995&list_price_max=7449&page=12,6995,7449,5856,24,8,12,,149
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=6995&list_price_max=7449&page=23,6995,7449,5856,24,8,23,,150
